price
100000
200000
200000
200000
210000
220000
225000
230000
230000
230000
235000
235000
235000
240000
240000
250000
250000
250000
250000
250000
265000
265000
265000
275000
275000
275000
275000
275000
275000
275000
275000
280000
280000
285000
285000
290000
290000
290000
290000
290000
290000
290000
290000
290000
290000
290000
290000
297000
299950
299995
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
300000
305000
310000
310000
310000
310000
310000
310000
315000
315000
320000
320000
320000
320000
320000
320000
320000
320000
325000
325000
325000
325000
325000
325000
325000
325000
325000
325000
325000
325000
325000
325000
325000
325000
325000
325000
325000
325000
325000
330000
330000
330000
330000
330000
330000
330000
330000
335000
335000
339995
339995
340000
340000
340000
340000
340000
340000
340000
345000
345000
345000
345000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
350000
360000
360000
360000
360000
360000
362600
365000
365000
365000
365000
365000
369000
369000
370000
370000
375000
375000
375000
375000
375000
375000
375000
375000
375000
375000
380000
380000
380000
380000
380000
380000
380000
380000
381950
385000
385000
385000
385000
387000
389000
389950
389995
390000
390000
390000
390000
395000
395000
395000
395000
395000
395000
399995
399995
399995
400000
400000
400000
400000
400000
400000
400000
400000
410000
415000
420000
420000
425000
425000
425000
425000
425000
425000
425000
425000
425000
425000
425000
430000
435000
435000
435000
440000
440000
449950
450000
450000
450000
450000
450000
450000
450000
450000
450000
450000
450000
450000
450000
455000
460000
460000
465000
465000
465000
475000
475000
475000
475000
475000
479000
485000
485000
488500
495000
499950
500000
500000
500000
500000
500000
500000
500000
500000
500000
515000
525000
525000
525000
525000
525000
525000
530000
535000
548000
550000
550000
550000
550000
565000
568000
570000
575000
575000
585000
594000
595000
599950
600000
620000
625000
625000
665000
695000
695000
699950
750000
750000
750000
785000
799500
800000
800000
850000
895000
945000
985000
1000000
1025000
1150000
1150000
1200000
1500000
